names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
Divinity: Original Sin Enhanced Edition,PlayStation 4,"October 27, 2015",88,"Divinity Original Sin: Enhanced Edition is a much lauded Role-Playing-Game that blends deep customization and humor with dynamic turn based combat. Either in online co-op, split-screen co-op on your TV, or even alone, take advantage of a classless RPG system to create your heroes and conquer the evils of Rivellon!

Embark upon a journey with up to three companions as you bend the very fabric of time, where what seems like the case of a simple murder unravels into hours of quests facing fiendish foes, magical polymorphs, and dastardly bosses. As a Source Hunter, master the elements and use the environment to your advantage in dynamic combats mixing weather and magic to explode, poison, electrify, freeze and burn your enemies!",7.9,M,Larian Studios Games,"Role-Playing, Action RPG, Western-Style"
Devil May Cry 5,PlayStation 4,"March 8, 2019",88,"The story is set several years after Devil May Cry 4.
Legendary DMC action returns, made all the more stylish by the power modern gaming has to offer.

Behold stunning visuals built upon the technology that brought you Resident Evil 7 biohazard. High framerate graphics and flexible design give our creators what they need to offer fans the latest and greatest DMC experience.",8.4,M,Capcom,"Action Adventure, General"
Slay the Spire,PlayStation 4,"May 21, 2019",88,"Slay the Spire is an energetic fusion of card games and roguelikes. Choose your cards wisely. Craft a unique deck, encounter bizarre creatures, discover relics of immense power, and make your way up the ever-changing Spire.",6.3,E10+,Mega Crit Games,"Strategy, Turn-Based, Card Battle"
Owlboy,PlayStation 4,"April 10, 2018",88,"Owlboy is a vertical platform adventure set in the sky, where the islands of the world have been spread apart after a great calamity. You play as Otus, among the last of the Owls, a renowned race that has produced many of the world's great wonders",6.7,E10+,BlitWorks,"Action Adventure, General"
Keep Talking and Nobody Explodes,PlayStation 4,"October 13, 2016",88,"One player is trapped in a virtual room with a ticking time bomb they must defuse. The other players are the “Experts” who must give the instructions to defuse the bomb by deciphering the information found in the bomb defusal manual. But there’s a catch: the experts can’t see the bomb, so everyone will need to talk it out – fast.",7.0,E10+,Steel Crate Games,"Adventure, 3D, First-Person"
The Talos Principle: Deluxe Edition,PlayStation 4,"October 13, 2015",88,"In The Talos Principle, players assume the role of a sentient artificial intelligence placed within a simulation of humanity?s greatest ruins and linked together through an arcane cathedral. Players are tasked with solving a series of increasingly complex puzzles woven into a metaphysical parable about intelligence and meaning in an inevitably doomed world.",8.1,T,Croteam,"Adventure, 3D, First-Person, Sci-Fi"
Nex Machina: Death Machine,PlayStation 4,"June 20, 2017",88,"From the collaboration between Housemarque (Resogun, Alienation, Matterfall), and Robotron and Smash TV legendary creator Eugene Jarvis comes Nex Machina, an explosive arcade experience created with competition in mind. Can you survive the mechanical onslaught of hundreds of evil robots trying to obliterate any threat? Can you stop them from harvesting oblivious humans? In the vein of cult classics such Resogun and Robotron, Nex Machina is the ultimate top-down voxel shooter where everything can be blown up to pieces. Enter ""the zone"", become one with the game and pull off the most incredible feats. Packed with opportunities to create your own playstyle, face tough challenges and engage in a ruthlessly competitive environment, Nex Machina is what arcade games deserve to be in the 21th century. [Playstation.com]",8.0,T,Housemarque,"Action, Shooter, Shoot-'Em-Up, Top-Down"
Nioh,PlayStation 4,"February 7, 2017",88,"Take up your sword and travel to Japans blood-bathed Sengoku period  an era ravaged by warring states and dark, malevolent forces  and cut a violent path through the land as the masterless samurai, William. Cross blades in brutal hand-to-hand combat, wielding swords, axes, spears and even war hammers against foes both human and demon. Endure the vicious encounters and learn from your mistakes: each death will bring you resurrection and each resurrection a greater resolve to overcome your foes.",8.4,M,Team Ninja,"Role-Playing, Action RPG"
Kentucky Route Zero: TV Edition,PlayStation 4,"January 28, 2020",88,"KENTUCKY ROUTE ZERO is a magical realist adventure game about a secret highway running through the caves beneath Kentucky, and the mysterious folks who travel it. At twilight in Kentucky, as bird songs give way to the choir of frogs and insects, familiar roads become strange, and it's easy to get lost. Those who are already lost may find their way to a secret highway winding through underground caves. The people who live and work along this highway are themselves a little strange at first, but soon seem familiar: the aging driver making the last delivery for a doomed antique shop; the young woman who fixes obsolete TVs surrounded by ghosts; the child and his giant eagle companion; the robot musicians; the invisible power company lurking everywhere, and the threadbare communities who struggle against its grip.",6.1,T,Cardboard Computer,"Adventure, General"
Guacamelee! Super Turbo Championship Edition,PlayStation 4,"July 1, 2014",87,"Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world. The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters. Guacamelee builds upon the classic open-world Metroid-vania style of games, by adding a strong melee combat component, a new dimension switching mechanic, and cooperative same-screen multiplayer for the entire story. The game also blurs the boundaries between combat and platforming by making many of the moves useful and necessary for both of these.",7.7,E10+,DrinkBox Studios,"Action, Platformer, 2D"
Frostpunk: Console Edition,PlayStation 4,"October 11, 2019",87,"In a completely frozen world, people develop steam-powered technology to oppose the overwhelming cold. Society in its current form becomes ineffective and it has to change in order to survive.",7.8,M,11 bit studios,"Action Adventure, Survival"
Bloodborne: The Old Hunters,PlayStation 4,"November 24, 2015",87,"Set in a nightmare world where hunters from the past are trapped forever, explore brand new stages full of dangers, rewards, and deadly beasts to overcome. You’ll find multiple new outfits and weapons to add to your arsenal as well as additional magic to wield and add more variety to your combat strategy. [SCEJ]",9.0,M,From Software,"Role-Playing, Action RPG"
XCOM 2,PlayStation 4,"September 27, 2016",87,"Earth has changed. Twenty years have passed since world leaders offered an unconditional surrender to alien forces. XCOM, the planet’s last line of defense, was left decimated and scattered. Now, in XCOM 2, the aliens rule Earth, building shining cities that promise a brilliant future for humanity on the surface, while concealing a sinister agenda and eliminating all who dissent from their new order. Only those who live at the edges of the world have a margin of freedom. Here, a force gathers once again to stand up for humanity. Always on the run, and facing impossible odds, the remnant XCOM forces must find a way to ignite a global resistance, and eliminate the alien threat once and for all.",7.3,T,Firaxis Games,"Strategy, Turn-Based, General, Tactics"
